2221, Apicomplexa
2222, cozinha argentina
2226, Para o homem
2230, Análise de algoritmos
2234, Atari
2238, Antipapa João XXIII
2241, Antonio Salieri
2246, Analgésico
2251, Caso acusativo
2257, Sucessão apostólica
2268, Ácido ascórbico aspectos moleculares
2273, AFC Ajax
2274, Arthur Eddington
2284, Arma de assalto
2286, Destruidor de tanques
2287, Carro blindado militar
2289, AZ Alkmaar
2296, Glândula adrenal
2303, idioma aramaico
2304, São Tito
2308, Actinida
2310, Arthur Miller
2313, Anton Diabelli
2316, Formato de arquivo de áudio
2321, Área 51
2323, lei de Amdahl
2328, Ayahuasca
2330, Número do abade
2333, Caso ablativo
2335, linguagem adâmica
2339, Avery Hopwood
2340, Antipapa Félix II
2341, Alcalóide
2343, adventismo
2345, Arcebispo de Cantuária
2346, Albion Michigan
2348, Unção dos enfermos
2349, Tipo de dados abstrato
2357, Liga de Futebol Americano
2358, COMO Roma
2362, Anticorpo
2363, Alessandro Scarlatti
2369, Aston Martin
2371, Albert Pike
2376, Abdul Rashid Dostum
2377, Andhra Pradesh
2380, Porta gráfica acelerada
2381, Andreas Aagesen
2382, aquecendo-se
2383, Alois Alzheimer
2384, edil
2386, linhas Aéreas americanas
2388, Antidepressivo
2389, Efeito helicoidal
2391, Akio Morita
2392, Ânodo
2396, Adesivo
2397, Anthony Hopkins
2400, Microdispositivos avançados
2402, Albrecht Dürer
2403, futebol de regras australianas
2405, Aon empresa
2406, Alban Berg
2408, Química Analítica
2411, A capela
2414, Arranjo
2416, Credo Atanasiano
2417, Alicante
2425, Aurangzeb
2427, alexandrino
2428, Computador analógico
2433, Alberto Giacometti
2440, Albrecht Altdorfer
2443, Aceleração
2444, Conservação-Restauro do Património Cultural
2447, Anton Tchekhov
2457, Apoptose
2460, Sexo anal
2466, Arau
2467, Argóvia
2471, povo abada
2472, Cavalo Quarto de Milha Americano
2473, Abacá
2474, Abaddon
2475, Abadeh
2476, Abae
2477, Abakan
2482, Arco do Triunfo
2487, Amazonita
2493, Antroposofia
2494, Auroque
2499, Modo Assíncrono de transferência
2500, Ânus
2502, Acantharea
2503, Congresso Nacional Africano
2504, Anfetamina
2506, Comunicação assíncrona
2508, Artilharia
2510, Arnulfo da Caríntia
2511, Alexanderplatz
2512, Banco Asiático de Desenvolvimento
2514, Aswan
2519, Adelaide da Itália
2524, Airbus A300
2526, Agostino Carracci
2528, Adenilil ciclase
2536, Artigo 31
2543, Alexandre Kerensky
2544, ansgar
2546, Demonstração automatizada de teoremas
2547, Agente laranja
2552, Adão de Bremen
2553, Cidade
2560, Lei Administrativa
2563, Arthur Phillip
2573, Angus Escócia
2575, André o Gigante
2577, Adrastea lua
2581, Servidor HTTP Apache
2583, Abadia de Arbroath
2593, Contabilidade
2594, Formiga
2602, Abano Terme
2606, Abatis
2607, Antoine Thomson d Abbadie
2608, Abba Mari
2609, Abbas II do Egito
2610, Abbas Mirza
2613, George Abbot bispo
2616, Adware
2618, Aeacus
2620, Aedesius
2621, Pequeno Templo
2622, Aedui
2623, Ilhas Égadas
2624, Civilizações do mar Egeu
2626, Egeu
2627, Egina
2628, Égide
2629, Egisto
2630, Aegospotami
2632, Élia Capitolina
2634, Aelianus Tacticus
2637, Espectroscopia de absorção atômica
2640, Ajaccio
2641, Ajaigarh
2642, Cavernas de Ajanta
2645, Ajmer
2668, Afyonkarahisar
2671, Abbahu
2673, Abreviador
2674, Abd al-Latif al-Baghdadi
2676, Abd al-Rahman I
2677, Abd ar-Rahman II
2678, Abd-ar-Rahman III
2679, Abd ar-Rahman IV
2680, Abd ar-Rahman V
2681, Abdulaziz
2684, Abdera Espanha
2685, Abdera Trácia
2686, Apolo
2687, acervo comunitário
2689, Antiácido
2691, Áed mac Cináeda
2692, Abdul Hamid I
2695, Abdur Rahman Khan
2696, Abencerrages
2700, Abercarn
2701, Aberdare
2703, Aberração da luz
2704, Aberração óptica
2705, Amy Grant
2709, Aberdeen Dakota do Sul
2712, Aberdour
2714, Aberfoyle Stirling
2715, Abergavenny
2716, Abersychan
2717, Abertilharia
2720, Suspensão
2722, Anders Celsius
2723, Adam Carolla
2724, Autocorrelação
2736, Andaluzia
2739, Abomináveis
2740, Abiatar
2741, Abigail
2745, Azad Caxemira
2747, Mar arábico
2752, Aspartame
2753, AutoCAD
2754, AutoCAD DXF
2756, Reprodução assexuada
2758, Aelbert Cuyp
2761, Alceno
2762, Sozinho
2763, Alcino
2764, AbiWord
2767, Inibidor da ECA
2769, Antianginoso
2770, Sistema de Classificação Química Terapêutica Anatômica
2778, ATA paralelo
2779, Atari 2600
2780, Atari 5200
2781, Atari 7800
2782, Atari Jaguar
2783, Atari Lynx
2784, Ahimsa
2785, Anais da Matemática
2786, Andrei Sakharov
2787, Astrobiologia
2790, Show aéreo
2792, Princípio antrópico
2795, Exército australiano
2799, Registro Americano para Números da Internet
2802, Akihabara
2807, Active Directory
2812, Aron Nimzowitsch
2813, língua aragonesa
2815, Sistema avançado de telefonia móvel
2819, Aerodinâmica
2822, Cinza
2823, Antiderivada
2826, Dinastia Antígona
2830, Abjuração
2834, Uma Reivindicação dos Direitos da Mulher
2835, Galgo Afegão
2836, Azawakh
2838, Tinta acrílica
2839, Momento angular
2840, Modelo de pudim de ameixa
2844, Teoria atômica
2847, Aung San Suu Kyi
2851, Abraham Joshua Heschel
2853, Bestiário de Aberdeen
2856, Associação Latino-Americana de Integração
2858, Localização de aeronaves
2861, Publicidade
2864, Arqueoastronomia
2865, Andrzej Sapkowski
2866, Amperímetro
2869, Ansiolítico
2870, Anti-psicótico
2871, Akita
2875, Arquiduque Carlos Duque de Teschen
2877, Agostinho de Cantuária
2881, Alexandre de Hales
2883, Páginas do servidor ativo
2885, Amoxicilina
2889, Sólido amorfo
2893, Alex Lifeson
2899, ArgoUML
2905, Artemis
2906, o trabalho te liberta
2907, Axayacatl
2908, Ahuitzotl
2909, Albinismo
2911, Amr Diab
2919, Anais Nin
2923, AOL Instant Messenger
2925, Função de Ackermann
2927, albaneses
2928, Associação de Máquinas de Computação
2934, Anabatismo
2936, Sudeste do Alasca
2941, O Bush Alasca
2944, Ariel Sharon
2945, Orientação romântica
2948, Agner Krarup Erlang
2955, Alcalino
2959, Arcádia 2001
2965, Alcoolismo
2972, Abstração
2974, grupo abeliano
2975, Tratado de Mísseis Antibalísticos
2983, Áustria-Hungria
2986, Abracadabra
2987, Atos da União 1707
2988, Almirantado
2992, Amputação
2994, Anemômetro
2995, Archaeopteryx
2999, Arthur Laurents
3003, Adrian Lamo
3004, Juiz Associado da Suprema Corte dos Estados Unidos
3012, No Capp
3013, Ann Druyan
3014, Analcime
3017, Alexey Pajitnov
3019, `Abdu l-Bahá
3020, Ambrósio de Alexandria
3027, Anúbis
3034, Aleuta
3035, Lei de Liquidação de Reivindicações de Nativos do Alasca
3036, Adocionismo
3037, Apolinarismo
3038, Reação ácido-base
3040, Abu al-Faraj al-Isfahani
3043, Alcobaça Portugal
3044, Anfisbena
3045, Álcool amil
3046, nitrito de amila
3049, Outono
3052, Alameda Califórnia
3054, Alfa hélice
3058, Armagedom
3060, Atlo
3065, Amnon
3067, Amu Darya
3068, conquista islâmica do Afeganistão
3070, Império Durrani
3072, Arcturus
3075, Albert Brooks
3076, Antares
3077, Aldebaran
3078, Altair
3079, Corporação de Radiodifusão Australiana
3080, Alexandria
3082, Alexandria Indiana
3083, Alexandria Luisiana
3085, Alexandria Trôade
3087, Alexandria West Dunbartonshire
3088, Alexandria Romênia
3090, Média aritmética-geométrica
3092, Akira Toriyama
3093, Épsilon Ursa Maior
3104, Amiga 1000
3107, Assíntota
3110, Andrew S Tanenbaum
3111, Ariane 5
3112, Arianespace
3118, Aritmética
3120, Andersonville Geórgia
3123, Amakusa
3125, Amônio Gramático
3129, Fechamento algébrico
3130, Gerenciamento avançado de energia
3132, Adolphe Sax
3134, consoante aspirada
3135, Malformação arteriovenosa
3138, Atlanta
3143, Axiologia
3144, Uma casa de bonecas
3146, AIM-7 Pardal
3147, AIM-120 AMRAAM
3149, DANO AGM-88
3151, AGM-65 Maverick
3152, AIM-54 Phoenix
3155, Lockheed AC-130
3162, Arbitragem
3165, ACF Fiorentina
3168, Afrobeat
3170, Função aritmética
3175, Antinomia
3198, A E Housman
3201, Atribuição das mudanças climáticas recentes
3205, Expectativas adaptáveis
3209, tetra mexicano
3212, Al Capone
3217, Exército da escuridão
3218, RUR-5 ASROC
3225, Atanásio de Alexandria
3226, Açores
3229, Outback
3231, Absoluto Infinito
3233, Teste de aceitação
3235, Alberto Frederico Duque da Prússia
3236, Ansbach
3237, Aliança Nacional Itália
3240, Arno
3244, Aveiro Portugal
3246, Antônio o Grande
3251, Ambligonita
3252, Amigdalina
3253, Enlouquecendo
3255, Credo dos Apóstolos
3259, Números amigáveis
3262, Ágar
3263, Chuva ácida
3266, Acefali
3269, Antônio da Saxônia
3270, Alberto III Duque da Saxônia
3273, Arlo Guthrie
3275, Livro de Alma
3277, Antioxidante
3292, Latão
3295, Bona
3332, Dança de salão
3333, O Nascimento de uma Nação
3335, Mar Báltico
3336, Água salobra
3338, O Bronx
3340, BearShare
3343, Bélgica
3352, Blues
3354, Berlim
3355, Benjamin Lee Whorf
3356, Bill Clinton
3363, Cerveja
3364, Pedaço
3365, Byte
3370, nitreto de boro
3374, Sangue nas trilhas
3375, Amor e roubo álbum de Bob Dylan
3376, Os Beverly Hillbillies
3378, Berílio
3382, Britney Spears
3383, Brasil
3385, Floresta Negra
3386, Mar Negro
3390, Bíblia
3392, Columbia Britânica
3395, Buda Gautama
3397, Ponte
3401, Jogo de tabuleiro
3402, Conta
3406, Branchiopoda
3408, Baruch Spinoza
3409, Ser
3410, Pássaro
3411, Baby One More Time álbum
3415, Bulgária
3416, Briozoários
3417, Planta bienal
3422, Xisto Burgess
3427, Beavis e Butt-Head
3428, Bromélias
3429, Brassicales
3430, sistema de boletins
3446, Bombardeiro
3447, Esportes de sugestão
3450, Bursa
3451, As Bahamas
3453, Ilha Baker
3454, Bangladesh
3455, Barbados
3456, Bassas da India
3457, Bielorrússia
3458, Belize
3459, Benim
3460, Bermudas
3462, Bolívia
3463, Bósnia e Herzegovina
3464, Botsuana
3466, Brunei
3469, Ilhas Virgens Britânicas
3470, Burkina Faso
3477, Economia das Bahamas
3537, Forças Armadas da Bielorrússia
3565, Economia do Benim
3583, Economia do Butão
3604, Geografia da Bósnia e Herzegovina
3605, Demografia da Bósnia e Herzegovina
3606, Política da Bósnia e Herzegovina
3607, Economia da Bósnia e Herzegovina
3610, Forças Armadas da Bósnia e Herzegovina
3612, História do Botsuana
3613, Geografia do Botsuana
3614, Demografia do Botsuana
3615, Política do Botsuana
3616, Economia do Botsuana
3631, Geografia do Brasil
3633, Política do Brasil
3634, Economia do Brasil
3635, Telecomunicações no Brasil
3636, Transporte no Brasil
3637, Forças Armadas Brasileiras
3638, Relações Exteriores do Brasil
3652, Economia das Ilhas Virgens Britânicas
3658, Geografia do Brunei
3661, Economia de Brunei
3668, Geografia da Bulgária
3670, Política da Bulgária
3671, Economia da Bulgária
3674, Forças Armadas da Bulgária
3677, Geografia de Burkina Faso
3678, Demografia de Burkina Faso
3679, Política de Burkina Faso
3680, Economia de Burkina Faso
3695, Geografia do Burundi
3696, Demografia do Burundi
3697, Política do Burundi
3698, Economia do Burundi
3705, Bósforo
3708, Bruxelas
3712, Laboratórios Bell
3713, Bjarne Stroustrup
3717, Cérebro
3719, Bizâncio
3722, Muro de Berlim
3727, Baixo som
3733, Bangra música
3735, Beastie Boys
3736, ilhas britânicas
3738, língua basca
3740, Björn Ulvaeus
3741, Benny Andersson
3742, Bluetooth
3744, Boney M
3746, Blade Runner
3747, Bill Gates
3751, Azul belga
3755, Boro
3756, Bromo
3757, Bário
3758, Berquélio
3760, Bauxita
3764, Baviera
3765, Brandemburgo
3768, Bundestag
3772, BMW
3776, Bornholm
3778, Livro
3785, Bille agosto
3789, Bitola
3793, Batalha do Campo de Bosworth
3794, Brassicaceae
3796, Livros da Bíblia
3800, No morcego
3801, corrida ganha
3802, Base em bolas
3806, Atingido por arremesso
3807, Golpe beisebol
3809, Sacrifício voar
3811, Base roubada
3817, Boogie Down Productions
3821, Decimal codificado em binário
3832, Bauhaus
3833, Beowulf
3836, arame farpado
3837, Selas Flamejantes
3838, Bruce Sterling
3845, Brigitte Bardot
3846, Banjo
3850, Beisebol
3851, Posições de beisebol
3866, Doença da língua azul
3869, Bruce Perens
3873, Bernard Montgomery
3874, Herman Boerhaave
3875, Benjamin Disraeli
3878, Bioestatística
3914, Leões britânicos e irlandeses
3916, Baixo
3921, Basquetebol
3928, Bola
3931, Relação binária
3933, Braille
3936, dia da Bastilha
3940, Baiacu cifra
3942, Bijeção
3947, Veludo Azul filme
3948, Operação binária
3950, Gaita de fole
3954, Bioquímica
3956, Badminton
3957, Barroco
3959, Álgebra Booleana estrutura
3960, Banco da Itália
3965, Bill Joy
3967, Largura de banda processamento de sinal
3968, Bodhisattva
3969, Palácio de Buckingham
3970, British Airways
3973, Bicicleta
3974, Biopolímero
3975, Eleições gerais do Reino Unido2001
3978, Livro de Mórmon
3979, batistas
3981, Blackjack
3982, Bicarbonato
3985, Búfalo Nova York
3986, Benjamin Franklin
3989, Espaço Banach
3992, Bram Stoker
3995, Ponte de contrato
3996, Barco
3997, Sangue
3999, Benoit Mandelbrot
4001, Bento de Núrsia
4005, Batalha de Farsália
4009, Pé Grande
4010, Bing Crosby
4015, BÁSICO
